relationship_id,num_findings,num_studies,num_significant_findings,highest_cited,median_effect_size,source_topic,target_topic,source_topic_name,target_topic_name
ak7lpHYuXE|bGoJ6DwUBJ,1,1,1,29.0,,ak7lpHYuXE,bGoJ6DwUBJ,air pollutant,urea
ak7lpHYuXE|bGoJ6DwUBJ,1,1,1,29.0,,ak7lpHYuXE,bGoJ6DwUBJ,air pollutant,urea
ak7lpHYuXE|bGoJ6DwUBJ,1,1,1,29.0,,ak7lpHYuXE,bGoJ6DwUBJ,air pollutant,urea
ak7lpHYuXE|bGoJ6DwUBJ,1,1,1,29.0,,ak7lpHYuXE,bGoJ6DwUBJ,air pollutant,urea
ak7lpHYuXE|6PREykHJpP,1,1,1,18.0,0.1985437231249281,ak7lpHYuXE,6PREykHJpP,air pollutant,gastric ulcer
ak7lpHYuXE|6PREykHJpP,1,1,1,18.0,0.1985437231249281,ak7lpHYuXE,6PREykHJpP,air pollutant,gastric ulcer
0NSm2BuXqw|ak7lpHYuXE,2,1,2,8.0,,0NSm2BuXqw,ak7lpHYuXE,percutaneous coronary intervention,air pollutant
0NSm2BuXqw|ak7lpHYuXE,2,1,2,8.0,,0NSm2BuXqw,ak7lpHYuXE,percutaneous coronary intervention,air pollutant
0NSm2BuXqw|ak7lpHYuXE,2,1,2,8.0,,0NSm2BuXqw,ak7lpHYuXE,percutaneous coronary intervention,air pollutant
0NSm2BuXqw|ak7lpHYuXE,2,1,2,8.0,,0NSm2BuXqw,ak7lpHYuXE,percutaneous coronary intervention,air pollutant
ak7lpHYuXE|FeaGtlb5g1,3,2,2,6.0,0.2734060411273959,ak7lpHYuXE,FeaGtlb5g1,air pollutant,cognition
ak7lpHYuXE|FeaGtlb5g1,3,2,2,6.0,0.2734060411273959,ak7lpHYuXE,FeaGtlb5g1,air pollutant,cognition
ak7lpHYuXE|_0rflIdngk,2,1,2,4.0,0.0321253327534254,ak7lpHYuXE,_0rflIdngk,air pollutant,atopic dermatitis
ak7lpHYuXE|_0rflIdngk,2,1,2,4.0,0.0321253327534254,ak7lpHYuXE,_0rflIdngk,air pollutant,atopic dermatitis
cEPG6i4Yq1|ak7lpHYuXE,2,1,2,104.0,,cEPG6i4Yq1,ak7lpHYuXE,traffic noise,air pollutant
cEPG6i4Yq1|ak7lpHYuXE,2,1,2,104.0,,cEPG6i4Yq1,ak7lpHYuXE,traffic noise,air pollutant
ak7lpHYuXE|GkslhiUU8M,6,3,2,77.0,0.2045645777633289,ak7lpHYuXE,GkslhiUU8M,air pollutant,Healthcare-associated pneumonia
ak7lpHYuXE|GkslhiUU8M,6,3,2,77.0,0.2045645777633289,ak7lpHYuXE,GkslhiUU8M,air pollutant,Healthcare-associated pneumonia
ak7lpHYuXE|IzwK8BbvGr,2,1,2,0.0,,ak7lpHYuXE,IzwK8BbvGr,air pollutant,anhedonia
ak7lpHYuXE|IzwK8BbvGr,2,1,2,0.0,,ak7lpHYuXE,IzwK8BbvGr,air pollutant,anhedonia
ak7lpHYuXE|JQjx7-EXwy,2,2,2,99.0,0.1274185698377734,ak7lpHYuXE,JQjx7-EXwy,air pollutant,respiratory signs and symptoms
ak7lpHYuXE|JQjx7-EXwy,2,2,2,99.0,0.1274185698377734,ak7lpHYuXE,JQjx7-EXwy,air pollutant,respiratory signs and symptoms
ak7lpHYuXE|dJepC0Zpgx,2,1,2,2.0,0.0475122540785741,ak7lpHYuXE,dJepC0Zpgx,air pollutant,hospital mortality
ak7lpHYuXE|dJepC0Zpgx,2,1,2,2.0,0.0475122540785741,ak7lpHYuXE,dJepC0Zpgx,air pollutant,hospital mortality
ak7lpHYuXE|zclGgPLBfN,2,1,2,51.0,0.1421555346281904,ak7lpHYuXE,zclGgPLBfN,air pollutant,ovarian epithelial carcinoma
ak7lpHYuXE|zclGgPLBfN,2,1,2,51.0,0.1421555346281904,ak7lpHYuXE,zclGgPLBfN,air pollutant,ovarian epithelial carcinoma
ak7lpHYuXE|g5JweOEiUA,2,1,2,56.0,0.1018067203777966,ak7lpHYuXE,g5JweOEiUA,air pollutant,astrocytoma
ak7lpHYuXE|g5JweOEiUA,2,1,2,56.0,0.1018067203777966,ak7lpHYuXE,g5JweOEiUA,air pollutant,astrocytoma
ak7lpHYuXE|s3d9lFDSTv,2,2,2,29.0,,ak7lpHYuXE,s3d9lFDSTv,air pollutant,DNA methylation
ak7lpHYuXE|s3d9lFDSTv,2,2,2,29.0,,ak7lpHYuXE,s3d9lFDSTv,air pollutant,DNA methylation
LBPMRlDRyc|ak7lpHYuXE,2,1,2,2.0,0.2272079585830182,LBPMRlDRyc,ak7lpHYuXE,parasitic infectious diseases,air pollutant
LBPMRlDRyc|ak7lpHYuXE,2,1,2,2.0,0.2272079585830182,LBPMRlDRyc,ak7lpHYuXE,parasitic infectious diseases,air pollutant
LBPMRlDRyc|ak7lpHYuXE,2,1,2,2.0,0.2272079585830182,LBPMRlDRyc,ak7lpHYuXE,parasitic infectious diseases,air pollutant
LBPMRlDRyc|ak7lpHYuXE,2,1,2,2.0,0.2272079585830182,LBPMRlDRyc,ak7lpHYuXE,parasitic infectious diseases,air pollutant
ak7lpHYuXE|ksL9BLErWg,3,2,3,41.0,0.0831530172016907,ak7lpHYuXE,ksL9BLErWg,air pollutant,pregnancy rate
ak7lpHYuXE|ksL9BLErWg,3,2,3,41.0,0.0831530172016907,ak7lpHYuXE,ksL9BLErWg,air pollutant,pregnancy rate
ak7lpHYuXE|pH3gXjXY-I,2,1,2,29.0,0.2115543664916759,ak7lpHYuXE,pH3gXjXY-I,air pollutant,conjunctivitis
ak7lpHYuXE|pH3gXjXY-I,2,1,2,29.0,0.2115543664916759,ak7lpHYuXE,pH3gXjXY-I,air pollutant,conjunctivitis
ak7lpHYuXE|VsO_M8PMFZ,2,1,2,5.0,0.0525472561539708,ak7lpHYuXE,VsO_M8PMFZ,air pollutant,interstitial lung disease
ak7lpHYuXE|VsO_M8PMFZ,2,1,2,5.0,0.0525472561539708,ak7lpHYuXE,VsO_M8PMFZ,air pollutant,interstitial lung disease
ak7lpHYuXE|nFdjv_5_5O,3,1,3,5.0,0.030580264587717,ak7lpHYuXE,nFdjv_5_5O,air pollutant,laryngeal neoplasm
ak7lpHYuXE|nFdjv_5_5O,3,1,3,5.0,0.030580264587717,ak7lpHYuXE,nFdjv_5_5O,air pollutant,laryngeal neoplasm
ak7lpHYuXE|f3q5XkLWzh,3,1,3,24.0,0.0813691701250095,ak7lpHYuXE,f3q5XkLWzh,air pollutant,alcoholic fatty liver
ak7lpHYuXE|f3q5XkLWzh,3,1,3,24.0,0.0813691701250095,ak7lpHYuXE,f3q5XkLWzh,air pollutant,alcoholic fatty liver
ak7lpHYuXE|6lreORswbM,3,1,3,2.0,0.0446961710735517,ak7lpHYuXE,6lreORswbM,air pollutant,psoriasis
ak7lpHYuXE|6lreORswbM,3,1,3,2.0,0.0446961710735517,ak7lpHYuXE,6lreORswbM,air pollutant,psoriasis
ak7lpHYuXE|F2P0Uc40uv,3,1,3,0.0,0.0417455647093825,ak7lpHYuXE,F2P0Uc40uv,air pollutant,sarcopenia
ak7lpHYuXE|F2P0Uc40uv,3,1,3,0.0,0.0417455647093825,ak7lpHYuXE,F2P0Uc40uv,air pollutant,sarcopenia
ak7lpHYuXE|cTEu6zVoCx,3,1,3,4.0,0.0162040793221309,ak7lpHYuXE,cTEu6zVoCx,air pollutant,pregnancy outcome
ak7lpHYuXE|cTEu6zVoCx,3,1,3,4.0,0.0162040793221309,ak7lpHYuXE,cTEu6zVoCx,air pollutant,pregnancy outcome
ak7lpHYuXE|Z6KX9_jgVH,3,2,3,24.0,0.1021623170694799,ak7lpHYuXE,Z6KX9_jgVH,air pollutant,liver cirrhosis
ak7lpHYuXE|Z6KX9_jgVH,3,2,3,24.0,0.1021623170694799,ak7lpHYuXE,Z6KX9_jgVH,air pollutant,liver cirrhosis
ak7lpHYuXE|czkItWDyBr,3,3,3,27.0,0.0770547973117003,ak7lpHYuXE,czkItWDyBr,air pollutant,pre-eclampsia
ak7lpHYuXE|czkItWDyBr,3,3,3,27.0,0.0770547973117003,ak7lpHYuXE,czkItWDyBr,air pollutant,pre-eclampsia
ak7lpHYuXE|iOy38zUvkk,5,4,3,3.0,0.0818282374803543,ak7lpHYuXE,iOy38zUvkk,air pollutant,bronchitis
ak7lpHYuXE|iOy38zUvkk,5,4,3,3.0,0.0818282374803543,ak7lpHYuXE,iOy38zUvkk,air pollutant,bronchitis
ak7lpHYuXE|_W3R1XZBhO,3,1,3,25.0,0.0704782315125884,ak7lpHYuXE,_W3R1XZBhO,air pollutant,live birth
ak7lpHYuXE|_W3R1XZBhO,3,1,3,25.0,0.0704782315125884,ak7lpHYuXE,_W3R1XZBhO,air pollutant,live birth
ak7lpHYuXE|EV4RUWlgjf,3,1,3,2.0,,ak7lpHYuXE,EV4RUWlgjf,air pollutant,cortisol
ak7lpHYuXE|EV4RUWlgjf,3,1,3,2.0,,ak7lpHYuXE,EV4RUWlgjf,air pollutant,cortisol
ak7lpHYuXE|EV4RUWlgjf,3,1,3,2.0,,ak7lpHYuXE,EV4RUWlgjf,air pollutant,cortisol
ak7lpHYuXE|EV4RUWlgjf,3,1,3,2.0,,ak7lpHYuXE,EV4RUWlgjf,air pollutant,cortisol
ak7lpHYuXE|sAhGY_pO_G,4,1,4,7.0,0.1695251998711445,ak7lpHYuXE,sAhGY_pO_G,air pollutant,cleft palate
ak7lpHYuXE|sAhGY_pO_G,4,1,4,7.0,0.1695251998711445,ak7lpHYuXE,sAhGY_pO_G,air pollutant,cleft palate
ak7lpHYuXE|h2P9WJjR7J,4,1,4,2.0,,ak7lpHYuXE,h2P9WJjR7J,air pollutant,fetal weight
ak7lpHYuXE|h2P9WJjR7J,4,1,4,2.0,,ak7lpHYuXE,h2P9WJjR7J,air pollutant,fetal weight
ak7lpHYuXE|cj7G775u_Q,5,3,5,30.0,0.0659164610018026,ak7lpHYuXE,cj7G775u_Q,air pollutant,obesity
ak7lpHYuXE|cj7G775u_Q,5,3,5,30.0,0.0659164610018026,ak7lpHYuXE,cj7G775u_Q,air pollutant,obesity
ak7lpHYuXE|cj7G775u_Q,5,3,5,30.0,0.0659164610018026,ak7lpHYuXE,cj7G775u_Q,air pollutant,obesity
ak7lpHYuXE|cj7G775u_Q,5,3,5,30.0,0.0659164610018026,ak7lpHYuXE,cj7G775u_Q,air pollutant,obesity
ak7lpHYuXE|RHdQ3aA1H9,3,3,3,8.0,0.5393794606420842,ak7lpHYuXE,RHdQ3aA1H9,air pollutant,colorectal cancer
ak7lpHYuXE|RHdQ3aA1H9,3,3,3,8.0,0.5393794606420842,ak7lpHYuXE,RHdQ3aA1H9,air pollutant,colorectal cancer
ak7lpHYuXE|m-yLD11fMn,4,1,4,2.0,0.8995608285594506,ak7lpHYuXE,m-yLD11fMn,air pollutant,premenstrual syndrome
ak7lpHYuXE|m-yLD11fMn,4,1,4,2.0,0.8995608285594506,ak7lpHYuXE,m-yLD11fMn,air pollutant,premenstrual syndrome
ak7lpHYuXE|VhcFX-yBEO,4,2,4,18.0,0.3541813827383744,ak7lpHYuXE,VhcFX-yBEO,air pollutant,peptic ulcer disease
ak7lpHYuXE|VhcFX-yBEO,4,2,4,18.0,0.3541813827383744,ak7lpHYuXE,VhcFX-yBEO,air pollutant,peptic ulcer disease
